title,description,release,summary,tags
"RPG Maker 2000","For the first time, RPG Maker 2000 is available in English! Since its debut 15 years ago, the beloved game-making engine has introduced untold amounts of users to the wonders of game design and continues to be a powerful, user-friendly tool.","Released: 13 Jul, 2015","Overall user reviews:
			Positive
						(12 reviews)","[{""tags"":""Game Development""},{""tags"":""Web Publishing""},{""tags"":""RPGMaker""}]"
"Arma 3 Marksmen","Hone your shooting skills and engage in ranged combat with the seven new weapons in the Arma 3 Marksmen DLC.","Released: 8 Apr, 2015","Overall user reviews:
			Mostly Positive
						(492 reviews)","[{""tags"":""Simulation""},{""tags"":""Action""},{""tags"":""Strategy""},{""tags"":""FPS""}]"
"Life is Feudal: Forest Village","LiF:Forest Village is a city builder with survival aspects in a realistic harsh medieval world. Shape, build and expand your settlement, grow various food to prevent your villagers from avitaminosis and starvation. Possess them for additional micromanagement or simply to wander around.","Released: Aug 26, 2016","Overall user reviews:
			Mostly Positive
						(983 reviews)","[{""tags"":""Early Access""},{""tags"":""City Builder""},{""tags"":""Strategy""},{""tags"":""Simulation""},{""tags"":""Resource Management""},{""tags"":""Indie""},{""tags"":""Medieval""},{""tags"":""Survival""}]"
"IL-2 Sturmovik: Battle of Moscow","This legendary battle of World War II took place from October 1941 to April 1942. The Battle of Moscow campaign takes place on a large-scale map (270 km x 290 km) (168 mi. x 180 mi.) with Autumn and Winter seasonal terrain.","Released: 9 Aug, 2016","Overall user reviews:
			Positive
						(20 reviews)","[{""tags"":""Simulation""}]"
"Pharaoh + Cleopatra","Immerse yourself in Ancient Egypt from the age of the great pyramids to the final years of the New Kingdom.","Released: 15 Dec, 2016","Overall user reviews:
			Very Positive
						(111 reviews)","[{""tags"":""Strategy""},{""tags"":""Simulation""},{""tags"":""City Builder""},{""tags"":""Historical""},{""tags"":""Classic""}]"
"Line of Sight - Premium Pack I","Premium Pack I provide large numbers for permanent items, and many exclusive items such as many weapon skins, and Player's unique Dog Tags with your name on it. Premium Pack I is designed to show our appreciations for supporters. Your support will be greatly appreciated.","Released: 8 Sep, 2016","Overall user reviews:
			Mostly Positive
						(12 reviews)","[{""tags"":""Action""}]"
"Age of Mythology: Extended Edition","Age of Mythology is back! Choose your god and take to the battlefield in this classic, upgraded with full Steamworks integration and enhanced features.","Released: 8 May, 2014","Overall user reviews:
			Very Positive
						(6,345 reviews)","[{""tags"":""Strategy""},{""tags"":""RTS""},{""tags"":""Mythology""},{""tags"":""Classic""},{""tags"":""Multiplayer""},{""tags"":""Great Soundtrack""},{""tags"":""Singleplayer""},{""tags"":""Fantasy""},{""tags"":""Simulation""},{""tags"":""Atmospheric""},{""tags"":""Historical""},{""tags"":""Adventure""},{""tags"":""Story Rich""},{""tags"":""Real-Time""},{""tags"":""Tactical""},{""tags"":""Co-op""},{""tags"":""Remake""},{""tags"":""Action""},{""tags"":""Sandbox""},{""tags"":""RPG""}]"
"Rise of the Tomb Raider™","Rise of the Tomb Raider: 20 Year Celebration includes the base game and Season Pass featuring all-new content. Explore Croft Manor in the new “Blood Ties” story, then defend it against a zombie invasion in “Lara’s Nightmare”.","Released: 9 Feb, 2016","Overall user reviews:
			Very Positive
						(18,512 reviews)","[{""tags"":""Adventure""},{""tags"":""Lara Croft""},{""tags"":""Action""},{""tags"":""Female Protagonist""},{""tags"":""Third Person""},{""tags"":""Exploration""},{""tags"":""Singleplayer""},{""tags"":""Action-Adventure""},{""tags"":""Survival""},{""tags"":""Open World""},{""tags"":""Story Rich""},{""tags"":""Puzzle""},{""tags"":""Atmospheric""},{""tags"":""Stealth""},{""tags"":""Third-Person Shooter""},{""tags"":""Shooter""},{""tags"":""Parkour""},{""tags"":""Great Soundtrack""},{""tags"":""RPG""},{""tags"":""Quick-Time Events""}]"
"Stock Car Extreme","Stock Car Extreme is a realistic racing game simulating brazilian Stock Car V8 series, also featuring several extra series and tracks covering a wide variety of racing disciplines.","Released: 11 Feb, 2015","Overall user reviews:
			Very Positive
						(235 reviews)","[{""tags"":""Racing""},{""tags"":""Simulation""},{""tags"":""Sports""},{""tags"":""Realistic""},{""tags"":""Multiplayer""}]"
"iRacing","We are the world’s premier motorsports racing simulation/game. An iRacing.com membership provides entry into the newest form of competitive motorsport: internet racing. Internet racing is a fun, easy, and inexpensive way for race fans, simracers and gamers alike to enjoy the thrill of the racetrack...","Released: 12 Jan, 2015","Overall user reviews:
			Mostly Positive
						(138 reviews)","[{""tags"":""Racing""},{""tags"":""Simulation""},{""tags"":""Sports""},{""tags"":""Massively Multiplayer""},{""tags"":""Realistic""},{""tags"":""Multiplayer""},{""tags"":""Driving""},{""tags"":""VR""},{""tags"":""Free to Play""},{""tags"":""First-Person""}]"
"64.0","64.0 is a minimal rhythmic arcade game, where you shoot the bad guys at the rhythm of the music.","Released: 16 Mar, 2017","Overall user reviews:
			Very Positive
						(169 reviews)","[{""tags"":""Retro""},{""tags"":""Abstract""},{""tags"":""Indie""},{""tags"":""Action""},{""tags"":""Great Soundtrack""},{""tags"":""Rhythm""},{""tags"":""2D""},{""tags"":""Replay Value""},{""tags"":""Difficult""},{""tags"":""Fast-Paced""},{""tags"":""Arcade""},{""tags"":""Pixel Graphics""},{""tags"":""Top-Down Shooter""},{""tags"":""Singleplayer""},{""tags"":""Shooter""},{""tags"":""Survival""},{""tags"":""Top-Down""}]"
"Riders of Icarus - Legendary Veiled Corruption Package","Heed the call to arms and defend the light! In this massive update, you will find more danger and rewards as you fight to stop the Chaos Elves from bringing about the end of the world.","Released: 22 Mar, 2017","null","[{""tags"":""Adventure""},{""tags"":""Free to Play""},{""tags"":""RPG""},{""tags"":""Massively Multiplayer""}]"
"Tomb Raider","Tomb Raider explores the intense origin story of Lara Croft and her ascent from a young woman to a hardened survivor.","Released: 4 Mar, 2013","Overall user reviews:
			Overwhelmingly Positive
						(50,157 reviews)","[{""tags"":""Adventure""},{""tags"":""Action""},{""tags"":""Female Protagonist""},{""tags"":""Third Person""},{""tags"":""Third-Person Shooter""},{""tags"":""Singleplayer""},{""tags"":""Lara Croft""},{""tags"":""Story Rich""},{""tags"":""Quick-Time Events""},{""tags"":""Exploration""},{""tags"":""Multiplayer""},{""tags"":""Atmospheric""},{""tags"":""Shooter""},{""tags"":""Puzzle""},{""tags"":""Stealth""},{""tags"":""Action-Adventure""},{""tags"":""Platformer""},{""tags"":""Cinematic""},{""tags"":""3D Vision""},{""tags"":""RPG""}]"
"Crusader Kings II","Explore one of the defining periods in world history in an experience crafted by the masters of Grand Strategy.","Released: 14 Feb, 2012","Overall user reviews:
			Very Positive
						(14,052 reviews)","[{""tags"":""Grand Strategy""},{""tags"":""Strategy""},{""tags"":""Medieval""},{""tags"":""Historical""},{""tags"":""Simulation""},{""tags"":""Sandbox""},{""tags"":""RPG""},{""tags"":""Multiplayer""},{""tags"":""Replay Value""},{""tags"":""Singleplayer""},{""tags"":""Politics""},{""tags"":""Diplomacy""},{""tags"":""Real-Time with Pause""},{""tags"":""Moddable""},{""tags"":""Political""},{""tags"":""Character Customization""},{""tags"":""Great Soundtrack""},{""tags"":""RTS""},{""tags"":""Education""},{""tags"":""Co-op""}]"
"To the Moon","A story-driven experience about two doctors traversing backwards through a dying man's memories to artificially fulfill his last wish.","Released: 7 Sep, 2012","Overall user reviews:
			Overwhelmingly Positive
						(21,341 reviews)","[{""tags"":""Story Rich""},{""tags"":""Indie""},{""tags"":""Great Soundtrack""},{""tags"":""Adventure""},{""tags"":""RPGMaker""},{""tags"":""Interactive Fiction""},{""tags"":""Singleplayer""},{""tags"":""Pixel Graphics""},{""tags"":""RPG""},{""tags"":""Short""},{""tags"":""Romance""},{""tags"":""Funny""},{""tags"":""2D""},{""tags"":""Retro""},{""tags"":""Psychological""},{""tags"":""Linear""},{""tags"":""Casual""},{""tags"":""Female Protagonist""},{""tags"":""Cute""},{""tags"":""Walking Simulator""}]"
"Paint the Town Red","Paint the Town Red is a chaotic first person melee combat game set in different locations and time periods. The voxel-based enemies can be punched, bashed, kicked, stabbed and sliced completely dynamically using almost anything that isn't nailed down.","Released: 13 Oct, 2015","Overall user reviews:
			Very Positive
						(3,481 reviews)","[{""tags"":""Early Access""},{""tags"":""Action""},{""tags"":""Gore""},{""tags"":""Blood""},{""tags"":""First-Person""},{""tags"":""Fighting""},{""tags"":""Violent""},{""tags"":""Beat 'em up""},{""tags"":""Indie""},{""tags"":""Funny""},{""tags"":""Pixel Graphics""},{""tags"":""Multiplayer""},{""tags"":""Sandbox""},{""tags"":""Singleplayer""},{""tags"":""Survival""},{""tags"":""Voxel""},{""tags"":""Physics""},{""tags"":""FPS""},{""tags"":""Difficult""},{""tags"":""Mature""}]"
"WARTILE","In WARTILE miniature figures battle it out in a real time strategy video game. Position your figurines, use their strengths and be mindful of their weaknesses, activate their special abilities and play your action cards to gain the upper hand on the playing field.","Released: Mar 17, 2017","Overall user reviews:
			Positive
						(39 reviews)","[{""tags"":""Early Access""},{""tags"":""Strategy""},{""tags"":""RPG""},{""tags"":""Real Time Tactics""},{""tags"":""Board Game""},{""tags"":""Card Game""}]"
"null","null","null","null","[]"
"Just Cause™ 3","With over 1000 km² of complete freedom from sky to seabed, Rico Rodriguez returns to unleash chaos in the most creative and explosive ways imaginable.","Released: 30 Nov, 2015","Overall user reviews:
			Mostly Positive
						(16,923 reviews)","[{""tags"":""Open World""},{""tags"":""Action""},{""tags"":""Destruction""},{""tags"":""Third-Person Shooter""},{""tags"":""Adventure""},{""tags"":""Singleplayer""},{""tags"":""Shooter""},{""tags"":""Third Person""},{""tags"":""Sandbox""},{""tags"":""Exploration""},{""tags"":""Physics""},{""tags"":""Multiplayer""},{""tags"":""Funny""},{""tags"":""Atmospheric""},{""tags"":""Comedy""},{""tags"":""Great Soundtrack""},{""tags"":""Parkour""},{""tags"":""Moddable""},{""tags"":""Co-op""},{""tags"":""RPG""}]"
"Styx: Shards of Darkness","Styx returns in a new stealth adventure! Explore and master huge open environments, sneak past or assassinate new enemies and bosses, and experiment with the new array of lethal abilities and weapons in our goblin assassin's arsenal.","Released: 14 Mar, 2017","Overall user reviews:
			Very Positive
						(182 reviews)","[{""tags"":""Stealth""},{""tags"":""Adventure""},{""tags"":""Action""},{""tags"":""Violent""},{""tags"":""Fantasy""},{""tags"":""Dark Fantasy""},{""tags"":""Co-op""},{""tags"":""Memes""},{""tags"":""Third Person""},{""tags"":""Singleplayer""},{""tags"":""Assassin""},{""tags"":""Atmospheric""},{""tags"":""Dark Humor""}]"
"Empire: Total War™","Command the seas, control the land, forge a new nation, and conquer the globe.","Released: 3 Mar, 2009","Overall user reviews:
			Very Positive
						(6,580 reviews)","[{""tags"":""Strategy""},{""tags"":""Historical""},{""tags"":""Military""},{""tags"":""Grand Strategy""},{""tags"":""Turn-Based Strategy""},{""tags"":""War""},{""tags"":""Tactical""},{""tags"":""RTS""},{""tags"":""Multiplayer""},{""tags"":""Singleplayer""},{""tags"":""Turn-Based""},{""tags"":""America""},{""tags"":""Great Soundtrack""},{""tags"":""Naval""},{""tags"":""Action""},{""tags"":""Turn-Based Tactics""},{""tags"":""Real Time Tactics""},{""tags"":""Atmospheric""},{""tags"":""Adventure""},{""tags"":""Classic""}]"
"Virtual Desktop","Virtual Desktop is an application developed for the Oculus Rift and HTC Vive that lets you use your computer in VR. You can browse the web, watch movies, Netflix or even play games on a giant virtual screen.","Released: Mar 31, 2016","Overall user reviews:
			Mostly Positive
						(560 reviews)","[{""tags"":""Utilities""},{""tags"":""VR""}]"
"Garry's Mod","Garry's Mod is a physics sandbox. There aren't any predefined aims or goals. We give you the tools and leave you to play.","Released: 29 Nov, 2006","Overall user reviews:
			Overwhelmingly Positive
						(238,320 reviews)","[{""tags"":""Sandbox""},{""tags"":""Multiplayer""},{""tags"":""Funny""},{""tags"":""Moddable""},{""tags"":""Building""},{""tags"":""Co-op""},{""tags"":""Comedy""},{""tags"":""First-Person""},{""tags"":""Mod""},{""tags"":""Simulation""},{""tags"":""FPS""},{""tags"":""Singleplayer""},{""tags"":""Online Co-Op""},{""tags"":""Physics""},{""tags"":""Indie""},{""tags"":""Action""},{""tags"":""Shooter""},{""tags"":""Animation & Modeling""},{""tags"":""Adventure""},{""tags"":""Massively Multiplayer""}]"
"Titan Quest Anniversary Edition","For its 10 year anniversary, Titan Quest will shine in new splendour. This Anniversary Edition combines both Titan Quest and Titan Quest Immortal Throne in one game, and has been given a massive overhaul for the ultimate ARPG experience.","Released: 31 Aug, 2016","Overall user reviews:
			Very Positive
						(3,586 reviews)","[{""tags"":""RPG""},{""tags"":""Hack and Slash""},{""tags"":""Action""},{""tags"":""Action RPG""},{""tags"":""Multiplayer""},{""tags"":""Classic""},{""tags"":""Singleplayer""},{""tags"":""Loot""},{""tags"":""Atmospheric""},{""tags"":""Great Soundtrack""},{""tags"":""Mythology""},{""tags"":""Fantasy""},{""tags"":""Level Editor""},{""tags"":""Co-op""},{""tags"":""Adventure""},{""tags"":""Isometric""},{""tags"":""Open World""}]"
"NBA 2K17","Following the record-breaking launch of NBA 2K16, the NBA 2K franchise continues to stake its claim as the most authentic sports video game with NBA 2K17. As the franchise that “all sports video games should aspire to be” (GamesRadar), NBA 2K17 will take the game to new heights and continue to blur...","Released: 20 Sep, 2016","Overall user reviews:
			Mixed
						(3,597 reviews)","[{""tags"":""Sports""},{""tags"":""Basketball""},{""tags"":""Multiplayer""},{""tags"":""Simulation""},{""tags"":""Singleplayer""},{""tags"":""Memes""},{""tags"":""Realistic""},{""tags"":""Action""}]"
"Finding Bigfoot","It all started in the spring of 2016. The newspapers Jasper published message about the disappearance of a group of tourists in the national park. Police believe it was just an accident, because the band went to raft on the river.","Released: Jan 31, 2017","Overall user reviews:
			Mostly Positive
						(410 reviews)","[{""tags"":""Early Access""},{""tags"":""Multiplayer""},{""tags"":""Horror""},{""tags"":""Adventure""},{""tags"":""Survival Horror""},{""tags"":""Indie""},{""tags"":""Co-op""},{""tags"":""Survival""},{""tags"":""Hunting""},{""tags"":""Open World""},{""tags"":""Psychological Horror""},{""tags"":""Online Co-Op""},{""tags"":""First-Person""}]"
"Europa Universalis IV: Art of War","Paradox Development Studios ups the stakes with the latest and third expansion from Europa Universalis IV – The Art of War. Centered on the 30 Years War and bubbling political instability between church and state, this expansion features improved gameplay mechanics that’s puts warfare at the...","Released: 30 Oct, 2014","Overall user reviews:
			Very Positive
						(120 reviews)","[{""tags"":""Strategy""},{""tags"":""Simulation""},{""tags"":""Grand Strategy""},{""tags"":""Historical""}]"
"Job Simulator","In a world where robots have replaced all human jobs, step into the ""Job Simulator"" to learn what it was like 'to job'.","Released: 5 Apr, 2016","Overall user reviews:
			Very Positive
						(162 reviews)","[{""tags"":""Simulation""},{""tags"":""VR""},{""tags"":""Funny""},{""tags"":""First-Person""},{""tags"":""Singleplayer""},{""tags"":""Physics""},{""tags"":""Comedy""},{""tags"":""Memes""},{""tags"":""Atmospheric""},{""tags"":""Illuminati""},{""tags"":""Sandbox""},{""tags"":""Free to Play""},{""tags"":""Robots""}]"
"Assetto Corsa","Assetto Corsa v1.13 brings OpenVR/Vive support (beta), the mighty Mazda 787B and the iconic MX-5 NA, new multiplayer features with inverted grids races, pit windows, pit stop presets and many other fixes and improvements. Check the changelog for further informations.","Released: 19 Dec, 2014","Overall user reviews:
			Very Positive
						(8,956 reviews)","[{""tags"":""Racing""},{""tags"":""Simulation""},{""tags"":""Driving""},{""tags"":""Sports""},{""tags"":""Realistic""},{""tags"":""Multiplayer""},{""tags"":""VR""},{""tags"":""Indie""},{""tags"":""Moddable""},{""tags"":""Controller""},{""tags"":""Singleplayer""},{""tags"":""Replay Value""},{""tags"":""Physics""},{""tags"":""TrackIR""},{""tags"":""3D Vision""},{""tags"":""Open World""},{""tags"":""Action""},{""tags"":""Artificial Intelligence""},{""tags"":""First-Person""},{""tags"":""Arcade""}]"
"Total War: ATTILA - Age of Charlemagne Campaign Pack","The world lays in tatters, exhausted, bleeding, scarred and burnt, the people desperate. But even after the apocalypse there are men willing to give everything to return to light, to knowledge, to civilisation. Whatever the cost, and whatever the means...","Released: 10 Dec, 2015","Overall user reviews:
			Mixed
						(639 reviews)","[{""tags"":""Strategy""},{""tags"":""Turn-Based Strategy""},{""tags"":""Historical""},{""tags"":""War""},{""tags"":""Medieval""}]"
